# SHEtoken Policy Recommendations v2 — 2025
# NOW COVERS: WEI all pillars, GPI, SVI, WEVI, WADI
# Marital rape, conflict SGBV, AI displacement, widow rights,
# period poverty, caste targeting, indigenous women, temple towns
# Every recommendation cites a proven real-world program
# (c) 2026 SHE Foundation
#
country,iso_code,tier,wei_score,priority,pillar,pillar_score,intervention,description,impact,cost,time_to_impact,proven_example,year
Uruguay,URY,1,76.4,2,economic,68.0,Direct Cash Transfer to Women,Unconditional monthly cash directly to women's bank accounts,"WEI Economic +2.5, GPI Income Poverty +3.0",medium,immediate,"Lakshmi Bhandar WB — 24.1M women, ₹1500/month, direct autonomy",2025
Uruguay,URY,1,76.4,3,economic,68.0,Equal Pay Legislation + Mandatory Reporting,Require employers to publish gender pay gap + enforce penalties,"WEI Economic +2.5, GPI Wage +3.0",low (law),2-4 years,Iceland Equal Pay Certification 2018 — first country to mandate it,2025
Uruguay,URY,1,76.4,4,economic,68.0,Maternity + Shared Parental Leave,Generous shared parental leave — incentivise men to take it,"WEI Economic +1.5, GPI Time Poverty +2.0",medium,immediate (law) + culture shift 3-5 yrs,Sweden 16-month shared leave — men now take 30% of leave days,2025
Uruguay,URY,1,76.4,5,economic,68.0,Women's Digital Financial Inclusion,Mobile banking + digital literacy for unbanked women,"WEI Economic +2.0, GPI Financial Inclusion +3.0",low,1-2 years,M-Pesa Kenya women agents — transformed rural financial access,2025
Uruguay,URY,1,76.4,6,empowerment,72.0,Gender Quota in Parliament + Local Government,Reserved seats or candidate quotas for women in all legislative bodies,WEI Empowerment +4.0,very low (law change),immediate (law) + 1 election cycle,Rwanda 61% women parliament via quota — highest globally,2025
Uruguay,URY,1,76.4,7,empowerment,72.0,Women's Political Leadership Pipeline,"Mentorship, training, networking for women entering public life",WEI Empowerment +1.5,low,3-5 years,UN Women leadership programs — 50+ countries active,2025
Uruguay,URY,1,76.4,8,safety_justice,74.0,Domestic Violence Law + One-Stop Centres,"Criminalise DV + integrated centres with legal aid, shelter, counselling",WEI Safety +3.0,low-medium,1-3 years,India Sakhi One-Stop Centres — 700+ operational,2025
China,CHN,2,67.9,1,empowerment,62.0,Gender Quota in Parliament + Local Government,Reserved seats or candidate quotas for women in all legislative bodies,WEI Empowerment +4.0,very low (law change),immediate (law) + 1 election cycle,Rwanda 61% women parliament via quota — highest globally,2025
China,CHN,2,67.9,2,empowerment,62.0,Women's Political Leadership Pipeline,"Mentorship, training, networking for women entering public life",WEI Empowerment +1.5,low,3-5 years,UN Women leadership programs — 50+ countries active,2025
China,CHN,2,67.9,3,bodily_autonomy,62.0,Child Marriage Prevention — Legal + Community,"Enforce minimum age 18, community awareness, girls' empowerment clubs",WEI Bodily Autonomy +3.0,low-medium,3-5 years,Kanyashree WB — child marriage fell 40% in 5 years,2025
China,CHN,2,67.9,4,bodily_autonomy,62.0,Period Poverty Elimination Program,Free products + menstrual health education + school WASH + stigma reduction,"WEI Bodily Autonomy +2.0, Dignity +2.5",low,6-12 months,Plan International — 20+ countries. Kenya government free pads 2017,2025
China,CHN,2,67.9,5,bodily_autonomy,62.0,Criminalise Marital Rape,Legal reform to remove marital exemption from rape law + enforcement,"WEI Bodily Autonomy +3.5, SVI +8.0",very low (law change),immediate (law) + 3-5 years (enforcement),"UK criminalised 1991. Nepal 2006. Turkey 2005. Still legal in India, Bangladesh, Pakistan",2025
China,CHN,2,67.9,6,bodily_autonomy,62.0,Reproductive Health Community Workers,Trained community health workers providing contraception + reproductive info,"WEI Bodily Autonomy +2.0, Health +1.5",low,1-2 years,"Ethiopia Health Extension Workers — 38,000 deployed, MMR halved",2025
China,CHN,2,67.9,7,bodily_autonomy,62.0,FGM Community Abandonment Program,Community-led abandonment with alternative rites of passage,WEI Bodily Autonomy +3.5,low,3-7 years,"Tostan Senegal — 6,000+ communities abandoned FGM voluntarily",2025
China,CHN,2,67.9,8,safety_justice,62.0,Domestic Violence Law + One-Stop Centres,"Criminalise DV + integrated centres with legal aid, shelter, counselling",WEI Safety +3.0,low-medium,1-3 years,India Sakhi One-Stop Centres — 700+ operational,2025
China,CHN,2,67.9,1,corporate:caution,,Mandatory Supply Chain Gender Audit,Require all companies sourcing from this country to conduct annual third-party gender audits of Tier 1 suppliers and publish results. Model: EU Corporate Sustainability Due Diligence Directive (CS3D).,"WEI Safety +1.5, GPI Labour +1.0 (enforcement signal)",low (law — companies bear audit cost),1-2 years,"EU CS3D 2024 — mandatory for companies >1,000 employees sourcing from high-risk countries",2025
China,CHN,2,67.9,2,corporate:caution,,Women's Rights Trade Commitment (WRTC) Mandate,Require companies sourcing from CAUTION-rated countries to commit 0.5% of annual contract value to a verified women's NGO in the origin country. Earns SHEtoken WRTC certification.,Direct funding: $283M/year if 1% of US AVOID trade committed,very low (law mandating private sector commitment),immediate,"1% for the Planet — 5,000+ companies, $500M+ donated. Fair Trade Premium — mandatory 1-2% on certified products.",2025
China,CHN,2,67.9,3,corporate:caution,,Female Workforce Data Disclosure,"Require all suppliers to publish: % female workforce, gender pay ratio, female manager %, and maternity policy. Data feeds directly into WEI economic pillar.","WEI Economic +0.5 (transparency signal), GPI Wage +0.5",very low,immediate,"UK Gender Pay Gap Reporting 2017 — 10,000+ companies publishing. Australia Workplace Gender Equality Act reporting.",2025
Argentina,ARG,2,67.2,1,economic,58.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
Argentina,ARG,2,67.2,2,economic,58.0,Direct Cash Transfer to Women,Unconditional monthly cash directly to women's bank accounts,"WEI Economic +2.5, GPI Income Poverty +3.0",medium,immediate,"Lakshmi Bhandar WB — 24.1M women, ₹1500/month, direct autonomy",2025
Argentina,ARG,2,67.2,3,economic,58.0,Equal Pay Legislation + Mandatory Reporting,Require employers to publish gender pay gap + enforce penalties,"WEI Economic +2.5, GPI Wage +3.0",low (law),2-4 years,Iceland Equal Pay Certification 2018 — first country to mandate it,2025
Argentina,ARG,2,67.2,4,economic,58.0,Maternity + Shared Parental Leave,Generous shared parental leave — incentivise men to take it,"WEI Economic +1.5, GPI Time Poverty +2.0",medium,immediate (law) + culture shift 3-5 yrs,Sweden 16-month shared leave — men now take 30% of leave days,2025
Argentina,ARG,2,67.2,5,economic,58.0,Women's Digital Financial Inclusion,Mobile banking + digital literacy for unbanked women,"WEI Economic +2.0, GPI Financial Inclusion +3.0",low,1-2 years,M-Pesa Kenya women agents — transformed rural financial access,2025
Argentina,ARG,2,67.2,6,empowerment,60.0,Gender Quota in Parliament + Local Government,Reserved seats or candidate quotas for women in all legislative bodies,WEI Empowerment +4.0,very low (law change),immediate (law) + 1 election cycle,Rwanda 61% women parliament via quota — highest globally,2025
Argentina,ARG,2,67.2,7,empowerment,60.0,Women's Political Leadership Pipeline,"Mentorship, training, networking for women entering public life",WEI Empowerment +1.5,low,3-5 years,UN Women leadership programs — 50+ countries active,2025
Argentina,ARG,2,67.2,8,safety_justice,62.0,Domestic Violence Law + One-Stop Centres,"Criminalise DV + integrated centres with legal aid, shelter, counselling",WEI Safety +3.0,low-medium,1-3 years,India Sakhi One-Stop Centres — 700+ operational,2025
Ukraine,UKR,2,66.8,1,empowerment,58.0,Gender Quota in Parliament + Local Government,Reserved seats or candidate quotas for women in all legislative bodies,WEI Empowerment +4.0,very low (law change),immediate (law) + 1 election cycle,Rwanda 61% women parliament via quota — highest globally,2025
Ukraine,UKR,2,66.8,2,empowerment,58.0,Women's Political Leadership Pipeline,"Mentorship, training, networking for women entering public life",WEI Empowerment +1.5,low,3-5 years,UN Women leadership programs — 50+ countries active,2025
Ukraine,UKR,2,66.8,3,safety_justice,60.0,Domestic Violence Law + One-Stop Centres,"Criminalise DV + integrated centres with legal aid, shelter, counselling",WEI Safety +3.0,low-medium,1-3 years,India Sakhi One-Stop Centres — 700+ operational,2025
Ukraine,UKR,2,66.8,4,safety_justice,60.0,Female Police Officers + Gender Training,30% female police target + mandatory DV/SGBV training + women's desks,"WEI Safety +2.0, SVI reporting gap -5%",low,2-3 years,Rwanda 43% female police — highest reporting rates in Africa,2025
Ukraine,UKR,2,66.8,5,safety_justice,60.0,Free Legal Aid for Women's Cases,"Free legal representation for DV, divorce, custody, property disputes",WEI Safety +2.5,low,1-2 years,"SEWA Legal Services Gujarat — 50,000+ cases supported",2025
Ukraine,UKR,2,66.8,6,economic,62.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
Ukraine,UKR,2,66.8,7,economic,62.0,Direct Cash Transfer to Women,Unconditional monthly cash directly to women's bank accounts,"WEI Economic +2.5, GPI Income Poverty +3.0",medium,immediate,"Lakshmi Bhandar WB — 24.1M women, ₹1500/month, direct autonomy",2025
Ukraine,UKR,2,66.8,8,economic,62.0,Equal Pay Legislation + Mandatory Reporting,Require employers to publish gender pay gap + enforce penalties,"WEI Economic +2.5, GPI Wage +3.0",low (law),2-4 years,Iceland Equal Pay Certification 2018 — first country to mandate it,2025
Chile,CHL,2,65.8,1,economic,57.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
Chile,CHL,2,65.8,2,economic,57.0,Direct Cash Transfer to Women,Unconditional monthly cash directly to women's bank accounts,"WEI Economic +2.5, GPI Income Poverty +3.0",medium,immediate,"Lakshmi Bhandar WB — 24.1M women, ₹1500/month, direct autonomy",2025
Chile,CHL,2,65.8,3,economic,57.0,Equal Pay Legislation + Mandatory Reporting,Require employers to publish gender pay gap + enforce penalties,"WEI Economic +2.5, GPI Wage +3.0",low (law),2-4 years,Iceland Equal Pay Certification 2018 — first country to mandate it,2025
Chile,CHL,2,65.8,4,economic,57.0,Maternity + Shared Parental Leave,Generous shared parental leave — incentivise men to take it,"WEI Economic +1.5, GPI Time Poverty +2.0",medium,immediate (law) + culture shift 3-5 yrs,Sweden 16-month shared leave — men now take 30% of leave days,2025
Chile,CHL,2,65.8,5,economic,57.0,Women's Digital Financial Inclusion,Mobile banking + digital literacy for unbanked women,"WEI Economic +2.0, GPI Financial Inclusion +3.0",low,1-2 years,M-Pesa Kenya women agents — transformed rural financial access,2025
Chile,CHL,2,65.8,6,empowerment,58.0,Gender Quota in Parliament + Local Government,Reserved seats or candidate quotas for women in all legislative bodies,WEI Empowerment +4.0,very low (law change),immediate (law) + 1 election cycle,Rwanda 61% women parliament via quota — highest globally,2025
Chile,CHL,2,65.8,7,empowerment,58.0,Women's Political Leadership Pipeline,"Mentorship, training, networking for women entering public life",WEI Empowerment +1.5,low,3-5 years,UN Women leadership programs — 50+ countries active,2025
Chile,CHL,2,65.8,8,safety_justice,60.0,Domestic Violence Law + One-Stop Centres,"Criminalise DV + integrated centres with legal aid, shelter, counselling",WEI Safety +3.0,low-medium,1-3 years,India Sakhi One-Stop Centres — 700+ operational,2025
Russia,RUS,2,64.1,1,empowerment,56.0,Gender Quota in Parliament + Local Government,Reserved seats or candidate quotas for women in all legislative bodies,WEI Empowerment +4.0,very low (law change),immediate (law) + 1 election cycle,Rwanda 61% women parliament via quota — highest globally,2025
Russia,RUS,2,64.1,2,empowerment,56.0,Women's Political Leadership Pipeline,"Mentorship, training, networking for women entering public life",WEI Empowerment +1.5,low,3-5 years,UN Women leadership programs — 50+ countries active,2025
Russia,RUS,2,64.1,3,safety_justice,56.0,Domestic Violence Law + One-Stop Centres,"Criminalise DV + integrated centres with legal aid, shelter, counselling",WEI Safety +3.0,low-medium,1-3 years,India Sakhi One-Stop Centres — 700+ operational,2025
Russia,RUS,2,64.1,4,safety_justice,56.0,Female Police Officers + Gender Training,30% female police target + mandatory DV/SGBV training + women's desks,"WEI Safety +2.0, SVI reporting gap -5%",low,2-3 years,Rwanda 43% female police — highest reporting rates in Africa,2025
Russia,RUS,2,64.1,5,safety_justice,56.0,Free Legal Aid for Women's Cases,"Free legal representation for DV, divorce, custody, property disputes",WEI Safety +2.5,low,1-2 years,"SEWA Legal Services Gujarat — 50,000+ cases supported",2025
Russia,RUS,2,64.1,6,economic,60.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
Russia,RUS,2,64.1,7,economic,60.0,Direct Cash Transfer to Women,Unconditional monthly cash directly to women's bank accounts,"WEI Economic +2.5, GPI Income Poverty +3.0",medium,immediate,"Lakshmi Bhandar WB — 24.1M women, ₹1500/month, direct autonomy",2025
Russia,RUS,2,64.1,8,economic,60.0,Equal Pay Legislation + Mandatory Reporting,Require employers to publish gender pay gap + enforce penalties,"WEI Economic +2.5, GPI Wage +3.0",low (law),2-4 years,Iceland Equal Pay Certification 2018 — first country to mandate it,2025
Kazakhstan,KAZ,2,63.6,1,empowerment,54.0,Gender Quota in Parliament + Local Government,Reserved seats or candidate quotas for women in all legislative bodies,WEI Empowerment +4.0,very low (law change),immediate (law) + 1 election cycle,Rwanda 61% women parliament via quota — highest globally,2025
Kazakhstan,KAZ,2,63.6,2,empowerment,54.0,Women's Political Leadership Pipeline,"Mentorship, training, networking for women entering public life",WEI Empowerment +1.5,low,3-5 years,UN Women leadership programs — 50+ countries active,2025
Kazakhstan,KAZ,2,63.6,3,safety_justice,58.0,Domestic Violence Law + One-Stop Centres,"Criminalise DV + integrated centres with legal aid, shelter, counselling",WEI Safety +3.0,low-medium,1-3 years,India Sakhi One-Stop Centres — 700+ operational,2025
Kazakhstan,KAZ,2,63.6,4,safety_justice,58.0,Female Police Officers + Gender Training,30% female police target + mandatory DV/SGBV training + women's desks,"WEI Safety +2.0, SVI reporting gap -5%",low,2-3 years,Rwanda 43% female police — highest reporting rates in Africa,2025
Kazakhstan,KAZ,2,63.6,5,safety_justice,58.0,Free Legal Aid for Women's Cases,"Free legal representation for DV, divorce, custody, property disputes",WEI Safety +2.5,low,1-2 years,"SEWA Legal Services Gujarat — 50,000+ cases supported",2025
Kazakhstan,KAZ,2,63.6,6,economic,60.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
Kazakhstan,KAZ,2,63.6,7,economic,60.0,Direct Cash Transfer to Women,Unconditional monthly cash directly to women's bank accounts,"WEI Economic +2.5, GPI Income Poverty +3.0",medium,immediate,"Lakshmi Bhandar WB — 24.1M women, ₹1500/month, direct autonomy",2025
Kazakhstan,KAZ,2,63.6,8,economic,60.0,Equal Pay Legislation + Mandatory Reporting,Require employers to publish gender pay gap + enforce penalties,"WEI Economic +2.5, GPI Wage +3.0",low (law),2-4 years,Iceland Equal Pay Certification 2018 — first country to mandate it,2025
Philippines,PHL,2,63.1,1,wadi,35.1,Women's AI Reskilling Program,Funded AI/digital skills training targeted at women in high-risk sectors,"WADI reskilling +15, WEI Digital +2.0",medium,1-3 years,"Singapore SkillsFuture — S$500 credit for every adult, targeted at displaced workers",2025
Philippines,PHL,2,63.1,2,wadi,35.1,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation,WADI sector exposure -10 (garment countries),medium (brand-funded),2-5 years,ACT (Action Collaboration Transformation) — multi-brand initiative for living wages via collective bargaining. See: actonlivingwages.com for full signatory list,2025
Philippines,PHL,2,63.1,3,wadi,35.1,Care Economy Wage Parity Policy,Raise minimum wages in care sectors to manufacturing equivalent,"GPI Wage +2.0, WADI care trap -8 pts",medium,immediate (law) + enforcement,"New Zealand Care and Support Worker Pay Equity Settlement 2017 — 55,000 workers, 15-49% pay rise",2025
Philippines,PHL,2,63.1,4,wadi,35.1,Mandate Women in AI Workforce,30% female quota in public AI projects + STEM scholarships for girls,"WADI AI capture +8, WEI Digital +1.5",low-medium,3-5 years,Germany Parity Act 2015 — 30% female boards. AI-specific: UNESCO AI gender roadmap,2025
Philippines,PHL,2,63.1,5,wadi,35.1,Extend Social Protection to Gig Workers,Portable benefits + unemployment insurance for platform/gig workers,"WADI social protection +15, GPI Social Protection +3.0",medium,1-2 years (law),France auto-entrepreneur + portabilité sociale — 3M gig workers covered,2025
Philippines,PHL,2,63.1,6,wadi,35.1,AI Strategy Gender Inclusion Mandate,Require national AI strategy to include gender impact assessment + women targets,WADI policy score +2.0,very low,immediate,"UNESCO Recommendation on AI Ethics 2021 — 193 countries, gender chapter",2025
Philippines,PHL,2,63.1,7,wadi,35.1,Digital Skills in School Curriculum — Girls Priority,Compulsory coding + AI literacy in schools with girls-first enrollment,"WADI digital gap -10, WEI Digital +2.5",low,2-4 years,"Rwanda Girls in ICT — 50,000 girls trained. Estonia coding curriculum.",2025
Philippines,PHL,2,63.1,8,safety_justice,56.0,Domestic Violence Law + One-Stop Centres,"Criminalise DV + integrated centres with legal aid, shelter, counselling",WEI Safety +3.0,low-medium,1-3 years,India Sakhi One-Stop Centres — 700+ operational,2025
Philippines,PHL,2,63.1,1,corporate:caution,,Mandatory Supply Chain Gender Audit,Require all companies sourcing from this country to conduct annual third-party gender audits of Tier 1 suppliers and publish results. Model: EU Corporate Sustainability Due Diligence Directive (CS3D).,"WEI Safety +1.5, GPI Labour +1.0 (enforcement signal)",low (law — companies bear audit cost),1-2 years,"EU CS3D 2024 — mandatory for companies >1,000 employees sourcing from high-risk countries",2025
Philippines,PHL,2,63.1,2,corporate:caution,,Women's Rights Trade Commitment (WRTC) Mandate,Require companies sourcing from CAUTION-rated countries to commit 0.5% of annual contract value to a verified women's NGO in the origin country. Earns SHEtoken WRTC certification.,Direct funding: $283M/year if 1% of US AVOID trade committed,very low (law mandating private sector commitment),immediate,"1% for the Planet — 5,000+ companies, $500M+ donated. Fair Trade Premium — mandatory 1-2% on certified products.",2025
Philippines,PHL,2,63.1,3,corporate:caution,,Female Workforce Data Disclosure,"Require all suppliers to publish: % female workforce, gender pay ratio, female manager %, and maternity policy. Data feeds directly into WEI economic pillar.","WEI Economic +0.5 (transparency signal), GPI Wage +0.5",very low,immediate,"UK Gender Pay Gap Reporting 2017 — 10,000+ companies publishing. Australia Workplace Gender Equality Act reporting.",2025
Vietnam,VNM,2,63.1,1,wadi,28.8,Women's AI Reskilling Program,Funded AI/digital skills training targeted at women in high-risk sectors,"WADI reskilling +15, WEI Digital +2.0",medium,1-3 years,"Singapore SkillsFuture — S$500 credit for every adult, targeted at displaced workers",2025
Vietnam,VNM,2,63.1,2,wadi,28.8,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation,WADI sector exposure -10 (garment countries),medium (brand-funded),2-5 years,ACT (Action Collaboration Transformation) — multi-brand initiative for living wages via collective bargaining. See: actonlivingwages.com for full signatory list,2025
Vietnam,VNM,2,63.1,3,wadi,28.8,Care Economy Wage Parity Policy,Raise minimum wages in care sectors to manufacturing equivalent,"GPI Wage +2.0, WADI care trap -8 pts",medium,immediate (law) + enforcement,"New Zealand Care and Support Worker Pay Equity Settlement 2017 — 55,000 workers, 15-49% pay rise",2025
Vietnam,VNM,2,63.1,4,wadi,28.8,Mandate Women in AI Workforce,30% female quota in public AI projects + STEM scholarships for girls,"WADI AI capture +8, WEI Digital +1.5",low-medium,3-5 years,Germany Parity Act 2015 — 30% female boards. AI-specific: UNESCO AI gender roadmap,2025
Vietnam,VNM,2,63.1,5,wadi,28.8,Extend Social Protection to Gig Workers,Portable benefits + unemployment insurance for platform/gig workers,"WADI social protection +15, GPI Social Protection +3.0",medium,1-2 years (law),France auto-entrepreneur + portabilité sociale — 3M gig workers covered,2025
Vietnam,VNM,2,63.1,6,wadi,28.8,AI Strategy Gender Inclusion Mandate,Require national AI strategy to include gender impact assessment + women targets,WADI policy score +2.0,very low,immediate,"UNESCO Recommendation on AI Ethics 2021 — 193 countries, gender chapter",2025
Vietnam,VNM,2,63.1,7,wadi,28.8,Digital Skills in School Curriculum — Girls Priority,Compulsory coding + AI literacy in schools with girls-first enrollment,"WADI digital gap -10, WEI Digital +2.5",low,2-4 years,"Rwanda Girls in ICT — 50,000 girls trained. Estonia coding curriculum.",2025
Vietnam,VNM,2,63.1,8,economic,56.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
Vietnam,VNM,2,63.1,1,corporate:caution,,Mandatory Supply Chain Gender Audit,Require all companies sourcing from this country to conduct annual third-party gender audits of Tier 1 suppliers and publish results. Model: EU Corporate Sustainability Due Diligence Directive (CS3D).,"WEI Safety +1.5, GPI Labour +1.0 (enforcement signal)",low (law — companies bear audit cost),1-2 years,"EU CS3D 2024 — mandatory for companies >1,000 employees sourcing from high-risk countries",2025
Vietnam,VNM,2,63.1,2,corporate:caution,,Women's Rights Trade Commitment (WRTC) Mandate,Require companies sourcing from CAUTION-rated countries to commit 0.5% of annual contract value to a verified women's NGO in the origin country. Earns SHEtoken WRTC certification.,Direct funding: $283M/year if 1% of US AVOID trade committed,very low (law mandating private sector commitment),immediate,"1% for the Planet — 5,000+ companies, $500M+ donated. Fair Trade Premium — mandatory 1-2% on certified products.",2025
Vietnam,VNM,2,63.1,3,corporate:caution,,Female Workforce Data Disclosure,"Require all suppliers to publish: % female workforce, gender pay ratio, female manager %, and maternity policy. Data feeds directly into WEI economic pillar.","WEI Economic +0.5 (transparency signal), GPI Wage +0.5",very low,immediate,"UK Gender Pay Gap Reporting 2017 — 10,000+ companies publishing. Australia Workplace Gender Equality Act reporting.",2025
Thailand,THA,2,62.6,1,safety_justice,56.0,Domestic Violence Law + One-Stop Centres,"Criminalise DV + integrated centres with legal aid, shelter, counselling",WEI Safety +3.0,low-medium,1-3 years,India Sakhi One-Stop Centres — 700+ operational,2025
Thailand,THA,2,62.6,2,safety_justice,56.0,Female Police Officers + Gender Training,30% female police target + mandatory DV/SGBV training + women's desks,"WEI Safety +2.0, SVI reporting gap -5%",low,2-3 years,Rwanda 43% female police — highest reporting rates in Africa,2025
Thailand,THA,2,62.6,3,safety_justice,56.0,Free Legal Aid for Women's Cases,"Free legal representation for DV, divorce, custody, property disputes",WEI Safety +2.5,low,1-2 years,"SEWA Legal Services Gujarat — 50,000+ cases supported",2025
Thailand,THA,2,62.6,4,empowerment,57.0,Gender Quota in Parliament + Local Government,Reserved seats or candidate quotas for women in all legislative bodies,WEI Empowerment +4.0,very low (law change),immediate (law) + 1 election cycle,Rwanda 61% women parliament via quota — highest globally,2025
Thailand,THA,2,62.6,5,empowerment,57.0,Women's Political Leadership Pipeline,"Mentorship, training, networking for women entering public life",WEI Empowerment +1.5,low,3-5 years,UN Women leadership programs — 50+ countries active,2025
Thailand,THA,2,62.6,6,economic,58.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
Thailand,THA,2,62.6,7,economic,58.0,Direct Cash Transfer to Women,Unconditional monthly cash directly to women's bank accounts,"WEI Economic +2.5, GPI Income Poverty +3.0",medium,immediate,"Lakshmi Bhandar WB — 24.1M women, ₹1500/month, direct autonomy",2025
Thailand,THA,2,62.6,8,economic,58.0,Equal Pay Legislation + Mandatory Reporting,Require employers to publish gender pay gap + enforce penalties,"WEI Economic +2.5, GPI Wage +3.0",low (law),2-4 years,Iceland Equal Pay Certification 2018 — first country to mandate it,2025
Brazil,BRA,2,60.9,1,economic,54.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
Brazil,BRA,2,60.9,2,economic,54.0,Direct Cash Transfer to Women,Unconditional monthly cash directly to women's bank accounts,"WEI Economic +2.5, GPI Income Poverty +3.0",medium,immediate,"Lakshmi Bhandar WB — 24.1M women, ₹1500/month, direct autonomy",2025
Brazil,BRA,2,60.9,3,economic,54.0,Equal Pay Legislation + Mandatory Reporting,Require employers to publish gender pay gap + enforce penalties,"WEI Economic +2.5, GPI Wage +3.0",low (law),2-4 years,Iceland Equal Pay Certification 2018 — first country to mandate it,2025
Brazil,BRA,2,60.9,4,economic,54.0,Maternity + Shared Parental Leave,Generous shared parental leave — incentivise men to take it,"WEI Economic +1.5, GPI Time Poverty +2.0",medium,immediate (law) + culture shift 3-5 yrs,Sweden 16-month shared leave — men now take 30% of leave days,2025
Brazil,BRA,2,60.9,5,economic,54.0,Women's Digital Financial Inclusion,Mobile banking + digital literacy for unbanked women,"WEI Economic +2.0, GPI Financial Inclusion +3.0",low,1-2 years,M-Pesa Kenya women agents — transformed rural financial access,2025
Brazil,BRA,2,60.9,6,safety_justice,54.0,Domestic Violence Law + One-Stop Centres,"Criminalise DV + integrated centres with legal aid, shelter, counselling",WEI Safety +3.0,low-medium,1-3 years,India Sakhi One-Stop Centres — 700+ operational,2025
Brazil,BRA,2,60.9,7,safety_justice,54.0,Female Police Officers + Gender Training,30% female police target + mandatory DV/SGBV training + women's desks,"WEI Safety +2.0, SVI reporting gap -5%",low,2-3 years,Rwanda 43% female police — highest reporting rates in Africa,2025
Brazil,BRA,2,60.9,8,safety_justice,54.0,Free Legal Aid for Women's Cases,"Free legal representation for DV, divorce, custody, property disputes",WEI Safety +2.5,low,1-2 years,"SEWA Legal Services Gujarat — 50,000+ cases supported",2025
Brazil,BRA,2,60.9,1,corporate:caution,,Mandatory Supply Chain Gender Audit,Require all companies sourcing from this country to conduct annual third-party gender audits of Tier 1 suppliers and publish results. Model: EU Corporate Sustainability Due Diligence Directive (CS3D).,"WEI Safety +1.5, GPI Labour +1.0 (enforcement signal)",low (law — companies bear audit cost),1-2 years,"EU CS3D 2024 — mandatory for companies >1,000 employees sourcing from high-risk countries",2025
Brazil,BRA,2,60.9,2,corporate:caution,,Women's Rights Trade Commitment (WRTC) Mandate,Require companies sourcing from CAUTION-rated countries to commit 0.5% of annual contract value to a verified women's NGO in the origin country. Earns SHEtoken WRTC certification.,Direct funding: $283M/year if 1% of US AVOID trade committed,very low (law mandating private sector commitment),immediate,"1% for the Planet — 5,000+ companies, $500M+ donated. Fair Trade Premium — mandatory 1-2% on certified products.",2025
Brazil,BRA,2,60.9,3,corporate:caution,,Female Workforce Data Disclosure,"Require all suppliers to publish: % female workforce, gender pay ratio, female manager %, and maternity policy. Data feeds directly into WEI economic pillar.","WEI Economic +0.5 (transparency signal), GPI Wage +0.5",very low,immediate,"UK Gender Pay Gap Reporting 2017 — 10,000+ companies publishing. Australia Workplace Gender Equality Act reporting.",2025
Sri Lanka,LKA,2,60.9,1,wadi,30.2,Women's AI Reskilling Program,Funded AI/digital skills training targeted at women in high-risk sectors,"WADI reskilling +15, WEI Digital +2.0",medium,1-3 years,"Singapore SkillsFuture — S$500 credit for every adult, targeted at displaced workers",2025
Sri Lanka,LKA,2,60.9,2,wadi,30.2,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation,WADI sector exposure -10 (garment countries),medium (brand-funded),2-5 years,ACT (Action Collaboration Transformation) — multi-brand initiative for living wages via collective bargaining. See: actonlivingwages.com for full signatory list,2025
Sri Lanka,LKA,2,60.9,3,wadi,30.2,Care Economy Wage Parity Policy,Raise minimum wages in care sectors to manufacturing equivalent,"GPI Wage +2.0, WADI care trap -8 pts",medium,immediate (law) + enforcement,"New Zealand Care and Support Worker Pay Equity Settlement 2017 — 55,000 workers, 15-49% pay rise",2025
